order_id,customer_id,product_id,category,quantity,price,order_date,total_amount,payment_method,country,order_year,order_month,order_day,order_dayofweek
ORDER_001055,CUST_00237,PROD_0009,Sports,2,66.48,2024-01-28,132.96,UPI,Australia,2024,1,28,Sunday
ORDER_001056,CUST_00058,PROD_0010,Beauty,1,496.49,2023-02-13,496.49,NetBanking,India,2023,2,13,Monday
ORDER_001057,CUST_00255,PROD_0006,Clothing,4,280.99,2023-04-08,1123.96,Debit Card,Canada,2023,4,8,Saturday
ORDER_001058,CUST_00805,PROD_0059,Sports,1,64.21,2024-06-12,64.21,NetBanking,UK,2024,6,12,Wednesday
ORDER_001059,CUST_00877,PROD_0198,Clothing,1,134.63,2023-04-24,134.63,UPI,Australia,2023,4,24,Monday
ORDER_001060,CUST_00112,PROD_0191,Beauty,1,158.12,2024-06-20,158.12,COD,Australia,2024,6,20,Thursday
ORDER_001061,CUST_00781,PROD_0081,Clothing,4,455.33,2023-09-08,1821.32,COD,Canada,2023,9,8,Friday
ORDER_001062,CUST_00108,PROD_0114,Electronics,1,491.39,2023-05-19,491.39,Debit Card,Germany,2023,5,19,Friday
ORDER_001063,CUST_00430,PROD_0075,Beauty,1,175.79,2024-11-25,175.79,UPI,USA,2024,11,25,Monday
ORDER_001064,CUST_00650,PROD_0089,Home,1,291.07,2024-09-02,291.07,Credit Card,Australia,2024,9,2,Monday
ORDER_001065,CUST_00145,PROD_0120,Electronics,1,388.31,2024-04-21,388.31,NetBanking,Canada,2024,4,21,Sunday
ORDER_001066,CUST_00209,PROD_0060,Beauty,1,336.69,2023-03-22,336.69,COD,India,2023,3,22,Wednesday
ORDER_001067,CUST_00971,PROD_0196,Toys,1,208.85,2024-02-05,208.85,Debit Card,Germany,2024,2,5,Monday
ORDER_001068,CUST_00612,PROD_0164,Home,2,368.76,2024-08-10,737.52,NetBanking,UK,2024,8,10,Saturday
ORDER_001069,CUST_00002,PROD_0008,Home,1,286.96,2024-10-03,286.96,Debit Card,Australia,2024,10,3,Thursday
ORDER_001070,CUST_00759,PROD_0028,Sports,1,412.04,2023-10-13,412.04,UPI,USA,2023,10,13,Friday
ORDER_001071,CUST_00077,PROD_0056,Sports,1,322.67,2023-08-22,322.67,COD,USA,2023,8,22,Tuesday
ORDER_001072,CUST_00728,PROD_0002,Toys,1,301.88,2023-05-24,301.88,NetBanking,Canada,2023,5,24,Wednesday
ORDER_001073,CUST_00927,PROD_0186,Sports,1,71.93,2024-05-08,71.93,Credit Card,Canada,2024,5,8,Wednesday
ORDER_001074,CUST_00819,PROD_0180,Home,1,176.94,2024-08-14,176.94,COD,USA,2024,8,14,Wednesday
ORDER_001075,CUST_00826,PROD_0090,Sports,2,368.88,2024-02-01,737.76,NetBanking,India,2024,2,1,Thursday
ORDER_001076,CUST_00413,PROD_0171,Sports,1,340.05,2024-09-15,340.05,COD,Canada,2024,9,15,Sunday
ORDER_001077,CUST_00318,PROD_0034,Beauty,1,105.58,2023-07-20,105.58,Debit Card,UK,2023,7,20,Thursday
ORDER_001078,CUST_00786,PROD_0089,Sports,1,350.4,2024-08-07,350.4,NetBanking,India,2024,8,7,Wednesday
ORDER_001079,CUST_00879,PROD_0121,Electronics,1,148.62,2023-06-06,148.62,Credit Card,Canada,2023,6,6,Tuesday
ORDER_001080,CUST_00558,PROD_0073,Toys,1,255.96,2023-05-12,255.96,Credit Card,Canada,2023,5,12,Friday
ORDER_001081,CUST_00686,PROD_0122,Toys,1,250.2,2023-12-05,250.2,UPI,UK,2023,12,5,Tuesday
ORDER_001082,CUST_00940,PROD_0083,Beauty,1,321.6,2024-03-22,321.6,Debit Card,Australia,2024,3,22,Friday
ORDER_001083,CUST_00621,PROD_0006,Home,1,28.02,2023-11-17,28.02,NetBanking,USA,2023,11,17,Friday
ORDER_001084,CUST_00203,PROD_0069,Toys,1,347.34,2024-03-10,347.34,UPI,UK,2024,3,10,Sunday
ORDER_001085,CUST_00894,PROD_0054,Clothing,2,191.23,2023-08-19,382.46,Credit Card,UK,2023,8,19,Saturday
ORDER_001086,CUST_00042,PROD_0188,Home,1,426.42,2023-11-17,426.42,UPI,UK,2023,11,17,Friday
ORDER_001087,CUST_00991,PROD_0197,Toys,1,280.38,2023-02-26,280.38,UPI,Australia,2023,2,26,Sunday
ORDER_001088,CUST_00503,PROD_0087,Electronics,1,219.45,2023-03-08,219.45,UPI,Germany,2023,3,8,Wednesday
ORDER_001089,CUST_00136,PROD_0128,Electronics,1,166.32,2023-02-23,166.32,COD,USA,2023,2,23,Thursday
ORDER_001090,CUST_00565,PROD_0114,Toys,2,157.62,2023-11-04,315.24,UPI,Canada,2023,11,4,Saturday
ORDER_001091,CUST_00297,PROD_0042,Clothing,1,323.27,2024-03-29,323.27,Debit Card,India,2024,3,29,Friday
ORDER_001092,CUST_00824,PROD_0061,Home,4,323.69,2024-04-12,1294.76,Credit Card,Canada,2024,4,12,Friday
ORDER_001093,CUST_00281,PROD_0008,Electronics,1,254.63,2024-03-16,254.63,NetBanking,Germany,2024,3,16,Saturday
ORDER_001094,CUST_00541,PROD_0183,Home,1,358.8,2024-06-09,358.8,COD,Australia,2024,6,9,Sunday
ORDER_001095,CUST_00153,PROD_0169,Clothing,1,291.25,2023-06-19,291.25,Debit Card,Germany,2023,6,19,Monday
ORDER_001096,CUST_00112,PROD_0018,Sports,1,22.97,2024-04-01,22.97,UPI,Germany,2024,4,1,Monday
ORDER_001097,CUST_00220,PROD_0181,Clothing,1,413.71,2024-04-23,413.71,COD,USA,2024,4,23,Tuesday
ORDER_001098,CUST_00656,PROD_0198,Clothing,1,248.28,2024-06-01,248.28,Debit Card,Germany,2024,6,1,Saturday
ORDER_001099,CUST_00249,PROD_0162,Sports,1,93.14,2024-04-10,93.14,COD,India,2024,4,10,Wednesday
ORDER_001100,CUST_00009,PROD_0003,Toys,4,342.96,2023-06-29,1371.84,COD,Canada,2023,6,29,Thursday
ORDER_001101,CUST_00484,PROD_0091,Beauty,3,398.31,2023-05-07,1194.93,Credit Card,USA,2023,5,7,Sunday
ORDER_001102,CUST_00854,PROD_0196,Clothing,1,194.95,2023-02-26,194.95,UPI,India,2023,2,26,Sunday
ORDER_001103,CUST_00058,PROD_0156,Clothing,2,315.7,2023-07-23,631.4,NetBanking,UK,2023,7,23,Sunday
ORDER_001104,CUST_00117,PROD_0134,Electronics,1,452.34,2024-07-16,452.34,Debit Card,Australia,2024,7,16,Tuesday
ORDER_001105,CUST_00091,PROD_0178,Toys,1,423.03,2024-10-03,423.03,COD,USA,2024,10,3,Thursday
ORDER_001106,CUST_00356,PROD_0186,Sports,1,378.53,2023-11-13,378.53,Debit Card,UK,2023,11,13,Monday
ORDER_001107,CUST_00552,PROD_0107,Clothing,1,33.58,2023-10-31,33.58,NetBanking,India,2023,10,31,Tuesday
ORDER_001108,CUST_00779,PROD_0004,Home,1,61.4,2024-05-02,61.4,NetBanking,Australia,2024,5,2,Thursday
ORDER_001109,CUST_00184,PROD_0194,Toys,1,158.07,2023-08-25,158.07,UPI,Germany,2023,8,25,Friday
ORDER_001110,CUST_00645,PROD_0159,Electronics,2,431.44,2023-11-24,862.88,Credit Card,Australia,2023,11,24,Friday
ORDER_001111,CUST_00166,PROD_0110,Beauty,1,218.97,2024-03-05,218.97,UPI,India,2024,3,5,Tuesday
ORDER_001112,CUST_00296,PROD_0115,Clothing,1,339.63,2024-06-04,339.63,NetBanking,USA,2024,6,4,Tuesday
ORDER_001113,CUST_00339,PROD_0119,Clothing,1,426.14,2023-03-22,426.14,Credit Card,Germany,2023,3,22,Wednesday
ORDER_001114,CUST_00658,PROD_0046,Electronics,1,324.65,2024-05-13,324.65,NetBanking,Germany,2024,5,13,Monday
ORDER_001115,CUST_00369,PROD_0175,Toys,1,153.77,2024-05-19,153.77,Debit Card,Australia,2024,5,19,Sunday
ORDER_001116,CUST_00140,PROD_0123,Clothing,1,144.43,2024-10-26,144.43,Debit Card,Australia,2024,10,26,Saturday
ORDER_001117,CUST_00160,PROD_0139,Beauty,1,131.9,2023-09-21,131.9,Debit Card,India,2023,9,21,Thursday
ORDER_001118,CUST_00274,PROD_0199,Home,2,371.53,2024-01-09,743.06,UPI,USA,2024,1,9,Tuesday
ORDER_001119,CUST_00101,PROD_0105,Beauty,1,247.54,2023-10-05,247.54,NetBanking,UK,2023,10,5,Thursday
ORDER_001120,CUST_00108,PROD_0071,Clothing,1,27.12,2024-12-07,27.12,UPI,UK,2024,12,7,Saturday
ORDER_001121,CUST_00276,PROD_0091,Sports,1,308.75,2024-08-02,308.75,COD,USA,2024,8,2,Friday
ORDER_001122,CUST_00266,PROD_0189,Clothing,2,25.87,2023-03-12,51.74,UPI,Germany,2023,3,12,Sunday
ORDER_001123,CUST_00344,PROD_0053,Toys,1,44.1,2023-07-20,44.1,UPI,Canada,2023,7,20,Thursday
ORDER_001124,CUST_00231,PROD_0035,Home,1,264.1,2023-06-20,264.1,COD,USA,2023,6,20,Tuesday
ORDER_001125,CUST_00581,PROD_0026,Electronics,1,44.25,2024-01-27,44.25,UPI,Canada,2024,1,27,Saturday
ORDER_001126,CUST_00364,PROD_0004,Beauty,2,55.12,2024-11-30,110.24,Credit Card,Germany,2024,11,30,Saturday
ORDER_001127,CUST_00655,PROD_0070,Sports,1,104.24,2023-10-11,104.24,NetBanking,UK,2023,10,11,Wednesday
ORDER_001128,CUST_00855,PROD_0076,Clothing,2,214.32,2024-12-25,428.64,UPI,USA,2024,12,25,Wednesday
ORDER_001129,CUST_00381,PROD_0150,Sports,1,396.69,2023-06-18,396.69,NetBanking,UK,2023,6,18,Sunday
ORDER_001130,CUST_00616,PROD_0146,Toys,1,234.07,2023-02-28,234.07,NetBanking,UK,2023,2,28,Tuesday
ORDER_001131,CUST_00714,PROD_0009,Home,1,381.46,2024-07-26,381.46,NetBanking,UK,2024,7,26,Friday
ORDER_001132,CUST_00203,PROD_0062,Clothing,1,232.69,2024-07-09,232.69,Credit Card,UK,2024,7,9,Tuesday
ORDER_001133,CUST_00812,PROD_0056,Toys,1,233.88,2023-05-29,233.88,UPI,Germany,2023,5,29,Monday
ORDER_001134,CUST_00020,PROD_0107,Sports,1,114.42,2023-11-30,114.42,NetBanking,USA,2023,11,30,Thursday
ORDER_001135,CUST_00658,PROD_0065,Electronics,1,20.16,2024-09-17,20.16,COD,Canada,2024,9,17,Tuesday
ORDER_001136,CUST_00278,PROD_0107,Electronics,1,406.27,2023-09-18,406.27,Debit Card,USA,2023,9,18,Monday
ORDER_001137,CUST_00364,PROD_0025,Electronics,1,363.76,2024-09-20,363.76,COD,UK,2024,9,20,Friday
ORDER_001138,CUST_00284,PROD_0132,Beauty,1,56.55,2024-12-30,56.55,COD,India,2024,12,30,Monday
ORDER_001139,CUST_00131,PROD_0061,Toys,1,320.43,2023-10-10,320.43,COD,India,2023,10,10,Tuesday
ORDER_001140,CUST_00714,PROD_0193,Sports,4,75.56,2023-08-03,302.24,Credit Card,UK,2023,8,3,Thursday
ORDER_001141,CUST_00996,PROD_0054,Beauty,1,157.82,2024-03-19,157.82,NetBanking,USA,2024,3,19,Tuesday
ORDER_001142,CUST_00349,PROD_0172,Clothing,3,134.86,2023-03-07,404.58,Debit Card,UK,2023,3,7,Tuesday
ORDER_001143,CUST_00209,PROD_0119,Toys,1,380.83,2024-03-01,380.83,UPI,Australia,2024,3,1,Friday
ORDER_001144,CUST_00632,PROD_0199,Home,2,495.44,2023-09-06,990.88,COD,Australia,2023,9,6,Wednesday
ORDER_001145,CUST_00406,PROD_0196,Home,2,156.21,2024-11-29,312.42,COD,India,2024,11,29,Friday
ORDER_001146,CUST_00862,PROD_0183,Clothing,1,104.95,2024-12-10,104.95,UPI,Germany,2024,12,10,Tuesday
ORDER_001147,CUST_00971,PROD_0051,Sports,1,100.35,2023-03-20,100.35,NetBanking,Canada,2023,3,20,Monday
ORDER_001148,CUST_00326,PROD_0048,Clothing,1,196.53,2024-08-24,196.53,UPI,UK,2024,8,24,Saturday
ORDER_001149,CUST_00209,PROD_0109,Beauty,2,81.98,2024-05-13,163.96,NetBanking,Germany,2024,5,13,Monday
ORDER_001150,CUST_00873,PROD_0004,Home,1,439.17,2023-03-07,439.17,Debit Card,USA,2023,3,7,Tuesday
ORDER_001151,CUST_00256,PROD_0090,Sports,1,186.25,2024-10-20,186.25,COD,Germany,2024,10,20,Sunday
ORDER_001152,CUST_00953,PROD_0090,Toys,1,20.68,2024-01-08,20.68,UPI,USA,2024,1,8,Monday
ORDER_001153,CUST_00727,PROD_0137,Sports,1,457.59,2023-10-08,457.59,UPI,Canada,2023,10,8,Sunday
ORDER_001154,CUST_00594,PROD_0050,Home,1,184.22,2023-04-06,184.22,UPI,USA,2023,4,6,Thursday
ORDER_001155,CUST_00006,PROD_0176,Toys,1,58.44,2024-10-02,58.44,Credit Card,USA,2024,10,2,Wednesday
ORDER_001156,CUST_00917,PROD_0181,Toys,1,422.98,2023-12-06,422.98,COD,Canada,2023,12,6,Wednesday
ORDER_001157,CUST_00763,PROD_0063,Home,1,481.77,2024-12-31,481.77,Credit Card,USA,2024,12,31,Tuesday
ORDER_001158,CUST_00752,PROD_0005,Sports,2,367.18,2023-08-30,734.36,UPI,UK,2023,8,30,Wednesday
ORDER_001159,CUST_00756,PROD_0032,Electronics,1,472.97,2024-06-03,472.97,COD,UK,2024,6,3,Monday
ORDER_001160,CUST_00538,PROD_0038,Home,2,138.21,2024-08-06,276.42,Credit Card,UK,2024,8,6,Tuesday
ORDER_001161,CUST_00969,PROD_0114,Toys,2,492.83,2024-05-09,985.66,NetBanking,USA,2024,5,9,Thursday
ORDER_001162,CUST_00363,PROD_0182,Electronics,1,165.18,2023-04-29,165.18,Debit Card,Germany,2023,4,29,Saturday
ORDER_001163,CUST_00881,PROD_0140,Clothing,1,484.38,2024-03-13,484.38,COD,Canada,2024,3,13,Wednesday
ORDER_001164,CUST_00897,PROD_0188,Sports,1,136.12,2023-10-26,136.12,Credit Card,India,2023,10,26,Thursday
ORDER_001165,CUST_00227,PROD_0100,Toys,1,129.41,2024-07-11,129.41,COD,India,2024,7,11,Thursday
ORDER_001166,CUST_00513,PROD_0168,Sports,3,181.61,2023-12-03,544.83,UPI,Canada,2023,12,3,Sunday
ORDER_001167,CUST_00036,PROD_0085,Electronics,3,366.14,2023-12-28,1098.42,NetBanking,UK,2023,12,28,Thursday
ORDER_001168,CUST_00688,PROD_0040,Beauty,2,427.93,2024-03-22,855.86,NetBanking,Germany,2024,3,22,Friday
ORDER_001169,CUST_00416,PROD_0100,Toys,1,113.02,2024-10-19,113.02,COD,Canada,2024,10,19,Saturday
ORDER_001170,CUST_00295,PROD_0092,Home,1,7.29,2023-05-29,7.29,Debit Card,UK,2023,5,29,Monday
ORDER_001171,CUST_00917,PROD_0188,Sports,1,285.2,2023-09-04,285.2,NetBanking,UK,2023,9,4,Monday
ORDER_001172,CUST_00908,PROD_0191,Beauty,2,153.23,2023-12-01,306.46,COD,USA,2023,12,1,Friday
ORDER_001173,CUST_00272,PROD_0103,Toys,2,63.5,2023-08-26,127.0,UPI,USA,2023,8,26,Saturday
ORDER_001174,CUST_00263,PROD_0070,Sports,1,99.36,2024-06-14,99.36,Debit Card,USA,2024,6,14,Friday
ORDER_001175,CUST_00495,PROD_0074,Electronics,1,443.73,2024-12-25,443.73,Debit Card,Australia,2024,12,25,Wednesday
ORDER_001176,CUST_00401,PROD_0080,Electronics,1,64.27,2023-02-17,64.27,Debit Card,USA,2023,2,17,Friday
ORDER_001177,CUST_00433,PROD_0177,Electronics,1,276.32,2023-09-17,276.32,Debit Card,Australia,2023,9,17,Sunday
ORDER_001178,CUST_00674,PROD_0162,Home,1,309.37,2023-08-05,309.37,UPI,Australia,2023,8,5,Saturday
ORDER_001179,CUST_00601,PROD_0168,Toys,1,47.07,2024-11-08,47.07,COD,USA,2024,11,8,Friday
ORDER_001180,CUST_00691,PROD_0098,Home,1,377.95,2023-12-27,377.95,COD,Canada,2023,12,27,Wednesday
ORDER_001181,CUST_00661,PROD_0045,Home,1,154.91,2023-01-18,154.91,Credit Card,India,2023,1,18,Wednesday
ORDER_001182,CUST_00039,PROD_0012,Electronics,1,218.13,2024-08-18,218.13,COD,USA,2024,8,18,Sunday
ORDER_001183,CUST_00484,PROD_0075,Sports,2,153.4,2023-01-04,306.8,UPI,Australia,2023,1,4,Wednesday
ORDER_001184,CUST_00404,PROD_0105,Home,2,257.3,2024-01-05,514.6,UPI,Australia,2024,1,5,Friday
ORDER_001185,CUST_00367,PROD_0053,Toys,1,400.3,2023-03-04,400.3,NetBanking,UK,2023,3,4,Saturday
ORDER_001186,CUST_00045,PROD_0049,Toys,1,318.15,2023-10-13,318.15,Credit Card,India,2023,10,13,Friday
ORDER_001187,CUST_00173,PROD_0141,Home,1,459.79,2024-04-22,459.79,COD,Australia,2024,4,22,Monday
ORDER_001188,CUST_00361,PROD_0139,Clothing,1,156.69,2024-08-22,156.69,UPI,UK,2024,8,22,Thursday
ORDER_001189,CUST_00771,PROD_0079,Electronics,1,259.53,2024-06-02,259.53,COD,India,2024,6,2,Sunday
ORDER_001190,CUST_00467,PROD_0003,Beauty,1,402.46,2024-10-17,402.46,Debit Card,Germany,2024,10,17,Thursday
ORDER_001191,CUST_00904,PROD_0196,Beauty,1,70.56,2023-04-05,70.56,UPI,UK,2023,4,5,Wednesday
ORDER_001192,CUST_00928,PROD_0070,Home,1,224.79,2023-04-08,224.79,COD,Germany,2023,4,8,Saturday
ORDER_001193,CUST_00983,PROD_0089,Home,1,386.47,2023-04-26,386.47,NetBanking,Australia,2023,4,26,Wednesday
ORDER_001194,CUST_00602,PROD_0125,Home,1,125.73,2024-11-27,125.73,Debit Card,USA,2024,11,27,Wednesday
ORDER_001195,CUST_00153,PROD_0027,Sports,1,466.64,2023-03-09,466.64,NetBanking,UK,2023,3,9,Thursday
ORDER_001196,CUST_00542,PROD_0092,Toys,1,228.97,2023-06-27,228.97,NetBanking,Germany,2023,6,27,Tuesday
ORDER_001197,CUST_00711,PROD_0160,Sports,1,377.09,2024-12-21,377.09,Credit Card,UK,2024,12,21,Saturday
ORDER_001198,CUST_00372,PROD_0125,Clothing,1,17.75,2023-12-08,17.75,NetBanking,Germany,2023,12,8,Friday
ORDER_001199,CUST_00023,PROD_0017,Beauty,1,164.81,2024-06-16,164.81,NetBanking,India,2024,6,16,Sunday
ORDER_001200,CUST_00747,PROD_0064,Electronics,1,159.22,2024-11-17,159.22,Credit Card,Canada,2024,11,17,Sunday
ORDER_001201,CUST_00716,PROD_0030,Sports,1,404.51,2023-05-23,404.51,Debit Card,UK,2023,5,23,Tuesday
ORDER_001202,CUST_00317,PROD_0023,Electronics,1,18.06,2023-07-28,18.06,NetBanking,Canada,2023,7,28,Friday
ORDER_001203,CUST_00751,PROD_0030,Electronics,1,255.3,2023-10-17,255.3,Debit Card,Germany,2023,10,17,Tuesday
ORDER_001204,CUST_00800,PROD_0055,Beauty,1,114.83,2024-04-30,114.83,NetBanking,India,2024,4,30,Tuesday
ORDER_001205,CUST_00339,PROD_0059,Sports,1,111.18,2023-08-13,111.18,NetBanking,USA,2023,8,13,Sunday
ORDER_001206,CUST_00928,PROD_0142,Clothing,1,39.15,2024-06-29,39.15,Credit Card,India,2024,6,29,Saturday
ORDER_001207,CUST_00918,PROD_0152,Electronics,3,88.58,2023-02-28,265.74,Debit Card,USA,2023,2,28,Tuesday
ORDER_001208,CUST_00684,PROD_0156,Home,1,124.53,2024-12-18,124.53,Debit Card,Germany,2024,12,18,Wednesday
ORDER_001209,CUST_00828,PROD_0117,Electronics,1,244.29,2023-12-20,244.29,UPI,Germany,2023,12,20,Wednesday
ORDER_001210,CUST_00909,PROD_0163,Beauty,1,463.39,2023-09-28,463.39,NetBanking,UK,2023,9,28,Thursday
ORDER_001211,CUST_00240,PROD_0134,Sports,1,75.37,2024-04-29,75.37,Debit Card,Germany,2024,4,29,Monday
ORDER_001212,CUST_00419,PROD_0170,Electronics,1,216.15,2023-02-10,216.15,Credit Card,Australia,2023,2,10,Friday
ORDER_001213,CUST_00013,PROD_0112,Home,1,387.81,2024-10-29,387.81,NetBanking,USA,2024,10,29,Tuesday
ORDER_001214,CUST_00273,PROD_0176,Beauty,1,394.76,2024-12-01,394.76,UPI,UK,2024,12,1,Sunday
ORDER_001215,CUST_00715,PROD_0033,Clothing,1,130.96,2024-05-08,130.96,UPI,India,2024,5,8,Wednesday
ORDER_001216,CUST_00354,PROD_0099,Electronics,2,378.26,2024-08-17,756.52,COD,Canada,2024,8,17,Saturday
ORDER_001217,CUST_00177,PROD_0173,Electronics,1,475.94,2023-09-15,475.94,NetBanking,UK,2023,9,15,Friday
ORDER_001218,CUST_00570,PROD_0018,Electronics,2,319.21,2023-12-17,638.42,COD,USA,2023,12,17,Sunday
ORDER_001219,CUST_00118,PROD_0177,Beauty,2,414.46,2023-06-24,828.92,Debit Card,Germany,2023,6,24,Saturday
ORDER_001220,CUST_00305,PROD_0195,Sports,1,332.84,2024-07-09,332.84,NetBanking,Canada,2024,7,9,Tuesday
ORDER_001221,CUST_00166,PROD_0098,Electronics,1,168.25,2023-07-14,168.25,Debit Card,Australia,2023,7,14,Friday
ORDER_001222,CUST_00368,PROD_0124,Beauty,1,380.93,2024-04-11,380.93,COD,India,2024,4,11,Thursday
ORDER_001223,CUST_00987,PROD_0069,Sports,1,62.27,2024-03-10,62.27,COD,Canada,2024,3,10,Sunday
ORDER_001224,CUST_00003,PROD_0161,Toys,1,30.63,2023-04-25,30.63,NetBanking,Australia,2023,4,25,Tuesday
ORDER_001225,CUST_00479,PROD_0026,Toys,1,124.83,2024-05-22,124.83,NetBanking,Germany,2024,5,22,Wednesday
ORDER_001226,CUST_00010,PROD_0012,Toys,1,448.86,2024-10-13,448.86,NetBanking,Germany,2024,10,13,Sunday
ORDER_001227,CUST_00528,PROD_0092,Toys,1,325.52,2023-04-13,325.52,UPI,India,2023,4,13,Thursday
ORDER_001228,CUST_00606,PROD_0036,Clothing,1,170.95,2023-09-15,170.95,Credit Card,India,2023,9,15,Friday
ORDER_001229,CUST_00708,PROD_0181,Home,1,351.13,2023-04-29,351.13,Debit Card,India,2023,4,29,Saturday
ORDER_001230,CUST_00711,PROD_0014,Sports,1,40.19,2024-09-13,40.19,Credit Card,Germany,2024,9,13,Friday
ORDER_001231,CUST_00175,PROD_0099,Beauty,1,28.03,2024-08-13,28.03,NetBanking,Canada,2024,8,13,Tuesday
ORDER_001232,CUST_00649,PROD_0163,Toys,1,24.55,2023-08-14,24.55,Credit Card,Canada,2023,8,14,Monday
ORDER_001233,CUST_00421,PROD_0051,Clothing,1,119.69,2024-02-19,119.69,Debit Card,Australia,2024,2,19,Monday
ORDER_001234,CUST_00591,PROD_0055,Electronics,1,194.22,2024-10-26,194.22,Credit Card,India,2024,10,26,Saturday
ORDER_001235,CUST_00570,PROD_0122,Toys,1,437.89,2024-02-13,437.89,Debit Card,India,2024,2,13,Tuesday
ORDER_001236,CUST_00112,PROD_0078,Electronics,4,301.12,2023-09-03,1204.48,UPI,Germany,2023,9,3,Sunday
ORDER_001237,CUST_00532,PROD_0170,Home,1,236.94,2023-03-17,236.94,Credit Card,Canada,2023,3,17,Friday
ORDER_001238,CUST_00711,PROD_0051,Sports,2,107.41,2024-01-14,214.82,UPI,Canada,2024,1,14,Sunday
ORDER_001239,CUST_00198,PROD_0079,Clothing,1,183.97,2023-06-07,183.97,COD,India,2023,6,7,Wednesday
ORDER_001240,CUST_00761,PROD_0114,Home,1,419.09,2024-12-30,419.09,COD,Germany,2024,12,30,Monday
ORDER_001241,CUST_00012,PROD_0155,Electronics,1,356.31,2023-08-04,356.31,COD,India,2023,8,4,Friday
ORDER_001242,CUST_00866,PROD_0152,Sports,1,288.29,2023-06-14,288.29,COD,India,2023,6,14,Wednesday
ORDER_001243,CUST_00177,PROD_0027,Clothing,1,242.96,2024-02-03,242.96,Credit Card,Germany,2024,2,3,Saturday
ORDER_001244,CUST_00317,PROD_0010,Home,1,429.51,2023-03-28,429.51,COD,Germany,2023,3,28,Tuesday
ORDER_001245,CUST_00800,PROD_0168,Toys,2,408.32,2024-04-21,816.64,UPI,Germany,2024,4,21,Sunday
ORDER_001246,CUST_00954,PROD_0085,Beauty,1,340.24,2023-06-22,340.24,COD,Canada,2023,6,22,Thursday
ORDER_001247,CUST_00878,PROD_0198,Home,2,117.72,2023-05-05,235.44,NetBanking,India,2023,5,5,Friday
ORDER_001248,CUST_00963,PROD_0140,Sports,1,398.21,2024-05-13,398.21,NetBanking,India,2024,5,13,Monday
ORDER_001249,CUST_00710,PROD_0003,Sports,1,77.02,2024-09-29,77.02,Credit Card,UK,2024,9,29,Sunday
ORDER_001250,CUST_00454,PROD_0095,Home,1,317.48,2023-12-13,317.48,UPI,Canada,2023,12,13,Wednesday
ORDER_001251,CUST_00532,PROD_0133,Beauty,2,436.01,2023-07-24,872.02,Credit Card,USA,2023,7,24,Monday
ORDER_001252,CUST_00885,PROD_0030,Toys,1,354.38,2023-05-29,354.38,Debit Card,Germany,2023,5,29,Monday
ORDER_001253,CUST_00101,PROD_0086,Beauty,1,364.65,2023-06-29,364.65,COD,USA,2023,6,29,Thursday
ORDER_001254,CUST_00384,PROD_0107,Electronics,1,345.5,2023-09-02,345.5,Debit Card,UK,2023,9,2,Saturday
ORDER_001255,CUST_00574,PROD_0130,Home,1,15.75,2024-02-05,15.75,NetBanking,Australia,2024,2,5,Monday
ORDER_001256,CUST_00341,PROD_0182,Sports,3,160.51,2023-09-03,481.53,NetBanking,UK,2023,9,3,Sunday
ORDER_001257,CUST_00936,PROD_0087,Electronics,1,85.53,2024-07-20,85.53,NetBanking,India,2024,7,20,Saturday
ORDER_001258,CUST_00820,PROD_0082,Home,1,429.39,2023-01-22,429.39,COD,UK,2023,1,22,Sunday
ORDER_001259,CUST_00210,PROD_0121,Home,1,463.38,2023-03-04,463.38,UPI,India,2023,3,4,Saturday
ORDER_001260,CUST_00193,PROD_0035,Beauty,1,292.25,2024-01-22,292.25,COD,Australia,2024,1,22,Monday
ORDER_001261,CUST_00863,PROD_0028,Toys,1,253.86,2023-06-07,253.86,NetBanking,Australia,2023,6,7,Wednesday
ORDER_001262,CUST_00319,PROD_0130,Clothing,1,85.05,2023-10-25,85.05,UPI,Canada,2023,10,25,Wednesday
ORDER_001263,CUST_00526,PROD_0108,Electronics,1,366.5,2024-06-13,366.5,Credit Card,Germany,2024,6,13,Thursday
ORDER_001264,CUST_00544,PROD_0035,Electronics,1,229.19,2024-09-25,229.19,COD,India,2024,9,25,Wednesday
ORDER_001265,CUST_00823,PROD_0100,Clothing,1,304.69,2023-12-23,304.69,UPI,Canada,2023,12,23,Saturday
ORDER_001266,CUST_00424,PROD_0030,Home,1,66.65,2024-04-24,66.65,UPI,UK,2024,4,24,Wednesday
ORDER_001267,CUST_00543,PROD_0005,Electronics,1,229.37,2023-06-24,229.37,COD,USA,2023,6,24,Saturday
ORDER_001268,CUST_00930,PROD_0188,Home,1,78.96,2023-04-06,78.96,Credit Card,UK,2023,4,6,Thursday
ORDER_001269,CUST_00388,PROD_0001,Clothing,1,204.63,2024-12-03,204.63,Debit Card,Germany,2024,12,3,Tuesday
ORDER_001270,CUST_00342,PROD_0188,Electronics,1,432.64,2024-09-06,432.64,COD,Australia,2024,9,6,Friday
ORDER_001271,CUST_00395,PROD_0045,Clothing,1,170.21,2024-09-06,170.21,NetBanking,USA,2024,9,6,Friday
ORDER_001272,CUST_00724,PROD_0078,Clothing,2,145.43,2024-01-22,290.86,Debit Card,USA,2024,1,22,Monday
ORDER_001273,CUST_00084,PROD_0007,Beauty,1,91.8,2023-03-26,91.8,Debit Card,Germany,2023,3,26,Sunday
